age,party_reg_state,party_primary_state,density_rural,density_suburban,density_urban,sex,combined_ethnicity_4way,census_median_income,ppi,single,married,num_children,children_3plus,homeowner,renter,education,hasreligion,catholic,christian,bible_reader,interest_in_religion,donrever_1,liberal_donor,conservative_donor,contbrel_1,contbpol_1,contbhlt_1,blue_collar,farmer,professional_technical,retired,apparel_1,bookmusc_1,electrnc_1,boatownr_1,cat_1,environm_1,outdgrdn_1,outdoor_1,guns_1,golf_1,investor_1,veteran_1,expensive_items_1,cnty_pct_religious,cnty_pct_evangelical,suppdem
22,1,0,0,1,0,M,W,111185,44,1,0,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4211388889,0.02401,Y
23,0,1,0,0,1,M,H,86866,48,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.58395,0.26324,N
58,1,1,0,0,1,M,W,48678,49,0,1,2,0,1,0,some college,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0.2935888889,0.07828,N
31,1,0,0,1,0,M,B,44533,41,0,1,3,1,1,0,some college,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0.3768288889,0.14333,Y
21,0,1,0,0,1,F,H,92573,92,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44961,0.0957,N
64,1,1,1,0,0,F,W,89769,44,0,1,1,0,1,0,high school,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0.43005,0.03500888889,N
74,1,0,0,1,0,F,W,92689,51,1,0,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.5221788889,0.28372,Y
48,0,1,0,1,0,F,W,22404,65,0,1,2,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0.3725,0.20856,N
81,0,1,0,1,0,F,W,43798,23,1,0,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.31837,0.12615,N
45,1,1,0,0,1,F,W,25070,132,0,1,1,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.4784488889,0.02517,N
63,1,0,0,1,0,F,H,46860,58,1,0,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.6712888889,0.0298,N
60,0,1,1,0,0,F,W,50000,62,0,1,3,1,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0.3456888889,0.22268,N
59,0,1,0,0,1,F,H,35729,41,0,1,1,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0.5521388889,0.3010788889,Y
74,1,1,0,1,0,F,W,45718,22,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0.60197,0.07284,Y
32,1,1,0,0,1,F,B,73246,77,0,1,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.37073,0.1110988889,Y
80,0,0,0,1,0,F,W,30350,13,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0.5216388889,0.3507588889,Y
86,1,1,0,0,1,F,W,61224,26,0,1,2,0,1,0,high school,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0.2935888889,0.07828,Y
70,1,1,0,0,1,F,W,65991,18,0,1,2,0,1,0,post graduate,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0.39073,0.1400088889,N
71,0,1,1,0,0,F,W,43942,23,0,1,1,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0.4959588889,0.39422,N
24,1,1,0,1,0,M,W,123027,152,0,1,1,0,1,0,high school,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0.35037,0.17805,N
56,1,1,0,1,0,F,W,51111,114,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0.5142888889,0.347,N
72,1,1,1,0,0,F,W,46306,148,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0.4790088889,0.35717,Y
41,1,1,0,1,0,M,W,80125,131,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3337788889,0.15312,Y
25,1,1,0,0,1,M,H,31499,47,0,1,0,0,1,0,post graduate,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.4410688889,0.09914,N
56,1,0,0,0,1,F,W,53433,86,0,1,0,0,1,0,some college,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0.35893,0.09990888889,Y
43,0,0,0,1,0,F,W,51212,92,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0.8387,0.46925,N
59,1,1,1,0,0,F,W,60104,122,0,1,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.4786988889,0.08112,N
78,1,1,1,0,0,F,W,40859,46,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4116,0.26591,N
54,1,1,0,1,0,F,W,74524,26,0,1,0,0,1,0,some college,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.48772,0.07498888889,N
61,0,1,0,1,0,F,W,52662,81,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6230588889,0.2161588889,N
19,1,1,0,0,1,M,H,32614,51,0,1,1,0,0,1,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5310388889,0.08296888889,Y
79,0,1,0,1,0,M,W,50424,29,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0.40423,0.1239,N
42,0,1,0,1,0,M,W,58579,70,0,1,1,0,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0.37742,0.17137,N
76,0,0,1,0,0,F,W,60839,29,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0.2927788889,0.1372888889,Y
46,1,0,0,1,0,F,W,22228,40,1,0,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35893,0.09990888889,N
58,1,0,1,0,0,M,W,25061,44,0,1,2,0,1,0,high school,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0.4898788889,0.34949,Y
68,1,0,0,1,0,F,W,41599,13,1,0,0,0,1,0,high school,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0.3670188889,0.1265688889,Y
59,1,0,0,1,0,M,W,44433,53,1,0,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2495088889,0.09681,N
56,1,1,1,0,0,M,W,48675,92,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0.36449,0.2449488889,N
82,1,1,1,0,0,F,W,86793,51,0,1,0,0,1,0,some college,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0.4150788889,0.09785888889,Y
20,0,1,0,0,1,F,H,41198,41,1,0,3,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5196288889,0.09845,Y
45,0,1,0,1,0,M,W,32826,69,0,1,3,1,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0.542,0.05161888889,N
72,1,0,0,1,0,F,W,39372,14,0,1,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.6695188889,0.5345188889,Y
55,0,0,0,0,1,F,W,45731,49,0,1,1,0,1,0,post graduate,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.5053188889,0.1295988889,Y
77,0,1,0,0,1,F,W,92755,74,0,1,0,0,1,0,post graduate,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.59621,0.08334888889,N
69,1,1,0,1,0,F,W,91669,53,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0.44816,0.08907888889,N
53,0,1,0,1,0,M,B,27368,49,0,1,0,0,1,0,bach degree,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0.4241488889,0.1586688889,N
69,1,1,0,1,0,F,B,90852,74,0,1,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0.41343,0.07746888889,Y
32,0,0,0,1,0,F,W,34383,70,1,0,1,0,0,1,no hs degree,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6714288889,0.20711,Y
42,0,0,1,0,0,M,W,53807,152,0,1,3,1,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0.78161,0.09754888889,Y
26,1,1,0,1,0,M,W,36465,56,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37518,0.07575,Y
53,0,1,1,0,0,F,W,56935,104,0,1,1,0,1,0,some college,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.7139188889,0.51049,N
63,1,1,0,1,0,M,W,86762,83,0,1,0,0,1,0,post graduate,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.43029,0.08234888889,N
64,1,1,0,0,1,M,W,69545,82,0,1,0,0,1,0,high school,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0.43917,0.09767,N
68,1,0,0,1,0,U,W,42017,26,0,1,1,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.31018,0.08845,N
64,1,1,1,0,0,M,W,51676,44,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.4242088889,0.1000988889,N
78,0,0,0,1,0,F,W,58197,172,1,0,0,0,1,0,post graduate,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.23261,0.09612,Y
56,0,1,0,0,1,F,W,50494,48,0,1,1,0,1,0,some college,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0.5271288889,0.08318,N
33,1,0,0,1,0,F,B,91348,150,0,1,1,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0.39773,0.18227,Y
51,0,0,1,0,0,F,W,39870,18,0,1,0,0,1,0,some college,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0.28568,0.1572288889,N
74,1,1,1,0,0,F,W,45825,29,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0.56212,0.28847,N
68,1,0,0,0,1,M,W,108147,41,0,1,1,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0.5157688889,0.05245,N
22,0,1,0,0,1,F,H,67935,74,0,1,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2844488889,0.21986,Y
64,1,1,0,1,0,M,W,87062,53,1,0,0,0,1,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43917,0.09767,Y
24,1,1,0,1,0,M,H,172039,288,0,1,1,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.3957788889,0.1074088889,N
90,1,1,0,1,0,F,W,32589,20,1,0,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.39841,0.10026,Y
62,0,1,0,1,0,M,H,24876,56,0,1,1,0,1,0,no hs degree,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0.66208,0.4900288889,Y
52,0,1,1,0,0,F,W,80400,116,0,1,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0.66208,0.4900288889,N
44,0,1,1,0,0,F,W,26756,75,0,1,0,0,1,0,bach degree,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0.5462988889,0.46831,Y
86,0,1,0,1,0,F,W,44654,78,0,1,0,0,1,0,some college,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.33949,0.1518188889,N
55,0,1,0,1,0,M,W,29384,70,0,1,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60307,0.3621388889,N
41,1,0,0,0,1,F,W,63384,74,0,1,2,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0.73237,0.02671,Y
86,0,0,0,0,1,F,W,33083,13,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0.4305888889,0.08606888889,Y
70,0,1,1,0,0,F,W,48397,51,0,1,0,0,1,0,bach degree,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0.62794,0.47041,Y
45,1,0,0,1,0,M,W,96810,150,0,1,1,0,1,0,bach degree,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.82371,0.02587,N
22,1,1,0,0,1,M,B,50184,65,0,1,0,0,1,0,some college,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0.45567,0.20775,Y
66,0,1,1,0,0,M,W,43920,26,0,1,0,0,1,0,high school,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0.3485088889,0.2336688889,N
42,1,1,0,1,0,F,W,66639,95,0,1,2,0,1,0,some college,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0.41343,0.07746888889,Y
88,1,1,1,0,0,M,W,70706,73,0,1,0,0,1,0,NA,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0.4911388889,0.23671,N
66,1,1,0,1,0,F,W,46191,165,0,1,1,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.4833288889,0.2321388889,N
56,0,1,0,1,0,F,W,65963,81,0,1,2,0,1,0,high school,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0.4833188889,0.2583988889,N
85,0,0,0,1,0,M,W,42375,14,0,1,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0.6945588889,0.4737088889,N
40,0,1,0,1,0,F,B,91898,116,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0.38493,0.20287,Y
64,0,0,0,1,0,M,W,96581,74,0,1,0,0,1,0,some college,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0.5053188889,0.1295988889,N
62,0,0,1,0,0,F,W,45889,69,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0.46862,0.09498,Y
77,1,1,0,1,0,M,W,113694,53,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0.4150788889,0.09785888889,Y
65,0,1,1,0,0,F,W,37968,51,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.63723,0.56697,Y
76,0,1,1,0,0,M,W,85653,53,0,1,0,0,1,0,high school,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0.51647,0.1075688889,N
58,1,1,0,0,1,M,H,99671,122,1,0,0,0,1,0,post graduate,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0.3811888889,0.08267,N
65,1,1,0,1,0,M,W,76763,57,0,1,1,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0.54572,0.02696,N
39,1,1,0,1,0,F,W,25414,61,0,1,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0.39986,0.1196588889,Y
70,1,1,0,1,0,M,W,125762,53,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.4641388889,0.1827588889,N
86,1,1,0,1,0,M,W,60841,26,0,1,0,0,1,0,post graduate,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.39841,0.10026,Y
57,1,0,1,0,0,M,W,55885,77,0,1,0,0,1,0,some college,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0.4225088889,0.16087,Y
60,1,1,0,0,1,F,B,102006,114,0,0,2,0,1,0,NA,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5078,0.08710888889,N
47,0,0,0,1,0,F,W,33404,77,0,1,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.3530888889,0.09932888889,N
47,1,0,1,0,0,M,W,62748,87,0,1,3,1,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0.29574,0.12156,N
43,0,1,0,1,0,M,B,57101,61,0,1,0,0,1,0,high school,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0.37691,0.22802,N
20,0,1,1,0,0,F,W,85542,118,0,1,0,0,1,0,some college,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0.5247,0.1161088889,N
46,1,0,0,0,1,M,B,40108,28,0,1,1,0,1,0,bach degree,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.3453388889,0.1125188889,Y
29,0,1,0,1,0,F,B,34274,52,1,0,0,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4798388889,0.1977288889,Y
50,0,0,1,0,0,M,W,38318,52,0,1,2,0,1,0,high school,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.32775,0.2516588889,N
54,1,0,0,0,1,F,H,19837,70,1,0,0,0,0,1,post graduate,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.3975788889,0.1088788889,Y
57,1,0,1,0,0,M,W,41650,73,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.3516388889,0.09367,N
38,1,1,0,1,0,F,W,84943,130,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.3336288889,0.1122388889,N
43,1,1,0,1,0,M,W,68627,130,0,1,2,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.44437,0.10975,N
40,1,1,1,0,0,F,W,35740,49,0,1,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.47036,0.09101888889,Y
79,0,1,1,0,0,F,W,57047,13,0,1,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0.65532,0.1032688889,Y
54,0,0,1,0,0,F,W,67044,124,0,1,0,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.40029,0.1154888889,N
38,0,1,0,1,0,F,H,29246,109,0,1,5,1,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4238988889,0.2276888889,N
39,0,1,0,1,0,F,W,54929,70,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0.57286,0.1154,N
62,1,0,0,0,1,F,W,91468,53,0,1,0,0,1,0,some college,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.6542788889,0.03257888889,Y
72,0,1,0,1,0,F,W,58810,48,1,0,1,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.37691,0.22802,N
31,0,1,0,0,1,M,W,24128,65,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0.40423,0.1239,N
30,1,1,0,1,0,M,H,64315,114,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4073788889,0.12051,N
61,0,1,0,1,0,M,W,77560,58,0,1,0,0,1,0,high school,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0.52774,0.3273888889,N
42,0,1,0,1,0,F,W,56275,59,1,0,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0.3412588889,0.17059,N
61,0,0,0,1,0,M,W,54845,70,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0.57912,0.42855,N
59,1,1,1,0,0,F,W,32223,64,0,1,0,0,1,0,bach degree,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.3171288889,0.17627,Y
67,0,0,1,0,0,F,W,48815,102,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0.91297,0.24012,Y
85,1,0,1,0,0,F,W,44240,18,0,1,0,0,1,0,high school,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0.30725,0.1224888889,N
45,0,0,0,1,0,F,W,30527,118,0,1,1,0,1,0,bach degree,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.5433988889,0.14065,Y
80,1,0,0,1,0,M,W,80904,44,0,1,0,0,1,0,high school,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0.50949,0.03882,N
74,0,0,0,1,0,M,W,51212,74,0,1,1,0,1,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.8387,0.46925,N
26,1,1,0,1,0,M,W,36902,56,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39073,0.1400088889,N
53,1,1,0,1,0,F,W,48280,90,1,0,2,0,1,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0.4897588889,0.09445,Y
90,1,1,0,1,0,F,W,74129,26,0,1,1,0,1,0,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0.37073,0.1110988889,N
62,1,1,1,0,0,F,W,62989,44,0,1,2,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0.4198888889,0.2446288889,Y
